z_column,releases,clock_dir_all
ALL,2017-12-24 12:00:00,8.62180773221732
ALL,2017-12-24 13:00:00,9.034308440538167
ALL,2017-12-24 14:00:00,9.093952140647753
ALL,2017-12-24 15:00:00,8.810842524674683
ALL,2017-12-24 16:00:00,8.522719516193595
ALL,2017-12-24 17:00:00,8.411048855462926
ALL,2017-12-24 18:00:00,9.529156755350856
ALL,2017-12-24 19:00:00,9.251929332529768
ALL,2017-12-24 20:00:00,8.955799308433706
ALL,2017-12-24 21:00:00,8.83296645825977
ALL,2017-12-24 22:00:00,9.12497801514432
ALL,2017-12-24 23:00:00,8.983654813512842
ALL,2017-12-25 00:00:00,9.032710764393695
ALL,2017-12-25 01:00:00,8.870194890832547
ALL,2017-12-25 02:00:00,8.712540968195631
ALL,2017-12-25 03:00:00,8.8832281096739
ALL,2017-12-25 04:00:00,8.89962893554106
ALL,2017-12-25 05:00:00,8.796341706012416
ALL,2017-12-25 06:00:00,9.077949159934708
ALL,2017-12-25 07:00:00,8.893353235535749
ALL,2017-12-25 08:00:00,8.783763389083097
ALL,2017-12-25 09:00:00,8.776963828173521
ALL,2017-12-25 10:00:00,8.541252874482241
ALL,2017-12-25 11:00:00,8.48543851538966
ALL,2017-12-25 12:00:00,8.571495876766708
ALL,2017-12-25 13:00:00,8.577523229899725
ALL,2017-12-25 14:00:00,8.64838671970727
ALL,2017-12-25 15:00:00,8.624263291425432
ALL,2017-12-25 16:00:00,9.409932714206452
ALL,2017-12-25 17:00:00,10.05900400402456
ALL,2017-12-25 18:00:00,10.91381205724234
ALL,2017-12-25 19:00:00,11.136450841033943
ALL,2017-12-25 20:00:00,11.301363058258676
ALL,2017-12-25 21:00:00,10.261334997903667
ALL,2017-12-25 22:00:00,9.388962896049328
ALL,2017-12-25 23:00:00,9.413705412139615
ALL,2017-12-26 00:00:00,10.102953250880313
ALL,2017-12-26 01:00:00,9.637470919371006
ALL,2017-12-26 02:00:00,8.837633926481065
ALL,2017-12-26 03:00:00,8.649997540538086
ALL,2017-12-26 04:00:00,8.57557931011715
ALL,2017-12-26 05:00:00,8.560165157404718
ALL,2017-12-26 06:00:00,9.290442406866276
ALL,2017-12-26 07:00:00,9.766864520068179
ALL,2017-12-26 08:00:00,8.547765112158388
ALL,2017-12-26 09:00:00,8.20327396831133
ALL,2017-12-26 10:00:00,7.4329846342244315
ALL,2017-12-26 11:00:00,7.394605396322674
ALL,2017-12-26 12:00:00,7.675287513334414
