z_column,releases,age_all
ALL,2017-12-25 22:00:00,49.20387408138288
ALL,2017-12-25 23:00:00,49.55347896718098
ALL,2017-12-26 00:00:00,49.54221931997681
ALL,2017-12-26 01:00:00,49.429006470353066
ALL,2017-12-26 02:00:00,48.61683325628531
ALL,2017-12-26 03:00:00,48.78430258370622
ALL,2017-12-26 04:00:00,48.739858740198564
ALL,2017-12-26 05:00:00,48.60470281847112
ALL,2017-12-26 06:00:00,48.63274622758525
ALL,2017-12-26 07:00:00,48.590890170404094
ALL,2017-12-26 08:00:00,48.79511962130087
ALL,2017-12-26 09:00:00,48.96640085695324
ALL,2017-12-26 10:00:00,49.14820617009091
ALL,2017-12-26 11:00:00,49.76734241812638
ALL,2017-12-26 12:00:00,50.06593836507392
ALL,2017-12-26 13:00:00,49.180753188019814
ALL,2017-12-26 14:00:00,48.49419944335969
ALL,2017-12-26 15:00:00,48.40967766440975
ALL,2017-12-26 16:00:00,48.284287410793205
ALL,2017-12-26 17:00:00,48.264037884766466
ALL,2017-12-26 18:00:00,48.21856371556032
ALL,2017-12-26 19:00:00,48.19658740250739
ALL,2017-12-26 20:00:00,48.20342583045122
ALL,2017-12-26 21:00:00,48.19519689323451
ALL,2017-12-26 22:00:00,48.335297159611926
ALL,2017-12-26 23:00:00,48.25651455221217
ALL,2017-12-27 00:00:00,48.154705564662876
ALL,2017-12-27 01:00:00,48.22266852767721
ALL,2017-12-27 02:00:00,48.03386012127928
ALL,2017-12-27 03:00:00,47.96847356419453
ALL,2017-12-27 04:00:00,48.028561113314694
ALL,2017-12-27 05:00:00,48.02016531988857
ALL,2017-12-27 06:00:00,48.01792932658814
ALL,2017-12-27 07:00:00,48.01192330629281
ALL,2017-12-27 08:00:00,48.04201657412631
ALL,2017-12-27 09:00:00,48.11514982021863
ALL,2017-12-27 10:00:00,48.018625855021476
ALL,2017-12-27 11:00:00,47.998140099586884
ALL,2017-12-27 12:00:00,48.10080037798539
ALL,2017-12-27 13:00:00,48.02012365399781
ALL,2017-12-27 14:00:00,47.95142612193831
ALL,2017-12-27 15:00:00,47.970477075970045
ALL,2017-12-27 16:00:00,47.993082734471415
ALL,2017-12-27 17:00:00,48.02904620541146
ALL,2017-12-27 18:00:00,48.12614114936235
ALL,2017-12-27 19:00:00,48.24921987790104
ALL,2017-12-27 20:00:00,48.25153749622404
ALL,2017-12-27 21:00:00,48.25353904625024
ALL,2017-12-27 22:00:00,48.25764399511212
ALL,2017-12-27 23:00:00,48.2936174845846
ALL,2017-12-28 00:00:00,48.227473856427586
ALL,2017-12-28 01:00:00,48.22993605333451
ALL,2017-12-28 02:00:00,48.067415087993446
ALL,2017-12-28 03:00:00,48.16933410990154
ALL,2017-12-28 04:00:00,48.25791622545231
ALL,2017-12-28 05:00:00,48.189413849042765
ALL,2017-12-28 06:00:00,48.30199646702825
ALL,2017-12-28 07:00:00,48.208053865702446
ALL,2017-12-28 08:00:00,48.52863013110272
