z_column,releases,ZGL_all
ALL,2017-12-13 19:00:00,3031.831890020625
ALL,2017-12-13 20:00:00,3227.0485731797116
ALL,2017-12-13 21:00:00,3135.184524858905
ALL,2017-12-13 22:00:00,3308.928573401254
ALL,2017-12-13 23:00:00,3154.223084376432
ALL,2017-12-14 00:00:00,3386.576868455814
ALL,2017-12-14 01:00:00,3044.929215506336
ALL,2017-12-14 02:00:00,3034.248653103268
ALL,2017-12-14 03:00:00,3205.7214284402
ALL,2017-12-14 04:00:00,3034.787773780292
ALL,2017-12-14 05:00:00,3096.451781794522
ALL,2017-12-14 06:00:00,3476.7996061989743
ALL,2017-12-14 07:00:00,3388.464791346319
ALL,2017-12-14 08:00:00,2988.9706466893736
ALL,2017-12-14 09:00:00,3675.6164390087547
ALL,2017-12-14 10:00:00,3660.244424582127
ALL,2017-12-14 11:00:00,3261.091144856991
ALL,2017-12-14 12:00:00,3003.378627827135
ALL,2017-12-14 13:00:00,2999.9753062248537
ALL,2017-12-14 14:00:00,3220.4822869773748
ALL,2017-12-14 15:00:00,3117.5713706116626
ALL,2017-12-14 16:00:00,3019.600055213979
ALL,2017-12-14 17:00:00,2958.739545700213
ALL,2017-12-14 18:00:00,2754.8531619210867
ALL,2017-12-14 19:00:00,2643.2924460604518
ALL,2017-12-14 20:00:00,2903.5532716952735
ALL,2017-12-14 21:00:00,2990.7605236236955
ALL,2017-12-14 22:00:00,3021.3288300571276
ALL,2017-12-14 23:00:00,3042.8033803161397
ALL,2017-12-15 00:00:00,2995.983469706175
ALL,2017-12-15 01:00:00,3082.1506939561204
ALL,2017-12-15 02:00:00,3092.2065330977616
ALL,2017-12-15 03:00:00,3091.763129698244
ALL,2017-12-15 04:00:00,3027.2471289515247
ALL,2017-12-15 05:00:00,3087.702375907577
ALL,2017-12-15 06:00:00,3001.0649474501765
ALL,2017-12-15 07:00:00,2970.638983307173
ALL,2017-12-15 08:00:00,3324.2083265622045
ALL,2017-12-15 09:00:00,3106.7312389637377
ALL,2017-12-15 10:00:00,3139.885563951015
ALL,2017-12-15 11:00:00,2974.2717707202105
ALL,2017-12-15 12:00:00,2837.478955118315
ALL,2017-12-15 13:00:00,2817.8410258438607
ALL,2017-12-15 14:00:00,2832.9665204231687
ALL,2017-12-15 15:00:00,2958.0961743814114
ALL,2017-12-15 16:00:00,2918.366095188693
ALL,2017-12-15 17:00:00,2725.458370858332
ALL,2017-12-15 18:00:00,2730.6953925556504
ALL,2017-12-15 19:00:00,3080.0797040176913
ALL,2017-12-15 20:00:00,3915.862922410327
ALL,2017-12-15 21:00:00,3614.3102846296974
ALL,2017-12-15 22:00:00,3679.677102942324
ALL,2017-12-15 23:00:00,3643.858293884223
ALL,2017-12-16 00:00:00,4555.241088914545
ALL,2017-12-16 01:00:00,4858.840186447994
ALL,2017-12-16 02:00:00,4185.898127465137
ALL,2017-12-16 03:00:00,3576.467395854103
ALL,2017-12-16 04:00:00,3318.5932176281763
ALL,2017-12-16 05:00:00,3432.752450690247
ALL,2017-12-16 06:00:00,3620.1323673833617
ALL,2017-12-16 07:00:00,4739.223622285347
ALL,2017-12-16 08:00:00,5044.063959869872
ALL,2017-12-16 09:00:00,4178.7553650116815
ALL,2017-12-16 10:00:00,3847.3564647918374
ALL,2017-12-16 11:00:00,3693.3844040304966
ALL,2017-12-16 12:00:00,3504.590882962815
ALL,2017-12-16 13:00:00,3322.599388052897
ALL,2017-12-16 14:00:00,3097.5074571185028
ALL,2017-12-16 15:00:00,3677.7600961147723
ALL,2017-12-16 16:00:00,3214.679810194072
ALL,2017-12-16 17:00:00,3399.035356460538
ALL,2017-12-16 18:00:00,3478.3780968635733
ALL,2017-12-16 19:00:00,3668.3343697799473
ALL,2017-12-16 20:00:00,3898.580304745918
ALL,2017-12-16 21:00:00,4625.097178727439
ALL,2017-12-16 22:00:00,5171.780536129296
ALL,2017-12-16 23:00:00,4297.702378068366
ALL,2017-12-17 00:00:00,3993.2620840351515
ALL,2017-12-17 01:00:00,3769.7023723113707
ALL,2017-12-17 02:00:00,3835.7767898666334
ALL,2017-12-17 03:00:00,4111.729062846496
ALL,2017-12-17 04:00:00,5019.20914627133
ALL,2017-12-17 05:00:00,4243.284308671829
ALL,2017-12-17 06:00:00,3951.4764051724046
ALL,2017-12-17 07:00:00,4423.868655266773
ALL,2017-12-17 08:00:00,4573.532731164744
ALL,2017-12-17 09:00:00,4794.901533205238
ALL,2017-12-17 10:00:00,4355.033244600486
ALL,2017-12-17 11:00:00,4374.104580565931
ALL,2017-12-17 12:00:00,4526.633218262315
ALL,2017-12-17 13:00:00,4075.6503280608767
ALL,2017-12-17 14:00:00,3661.940425709647
ALL,2017-12-17 15:00:00,3737.6185574658525
ALL,2017-12-17 16:00:00,3326.9594646174473
ALL,2017-12-17 17:00:00,3406.534106907537
ALL,2017-12-17 18:00:00,3793.665226546929
ALL,2017-12-17 19:00:00,4619.561035478816
ALL,2017-12-17 20:00:00,4885.93931436538
ALL,2017-12-17 21:00:00,5196.05483836677
ALL,2017-12-17 22:00:00,5119.633371275982
ALL,2017-12-17 23:00:00,4235.4161320607645
ALL,2017-12-18 00:00:00,3816.5015056190296
ALL,2017-12-18 01:00:00,4347.231881690184
ALL,2017-12-18 02:00:00,4121.612200414184
ALL,2017-12-18 03:00:00,4208.528735847143
ALL,2017-12-18 04:00:00,4406.695164917119
ALL,2017-12-18 05:00:00,4338.432765539201
ALL,2017-12-18 06:00:00,5345.507289667671
ALL,2017-12-18 07:00:00,5600.750377734062
ALL,2017-12-18 08:00:00,5603.987125037308
ALL,2017-12-18 09:00:00,5243.337438559457
ALL,2017-12-18 10:00:00,4741.95670382476
ALL,2017-12-18 11:00:00,4542.296116551084
ALL,2017-12-18 12:00:00,5198.12612781164
ALL,2017-12-18 13:00:00,5269.756967682067
ALL,2017-12-18 14:00:00,5193.173947363606
ALL,2017-12-18 15:00:00,5365.414098261278
ALL,2017-12-18 16:00:00,4486.101068913258
ALL,2017-12-18 17:00:00,4464.11112588841
ALL,2017-12-18 18:00:00,5324.0578748157695
ALL,2017-12-18 19:00:00,5567.236873924309
ALL,2017-12-18 20:00:00,5827.025809913691
ALL,2017-12-18 21:00:00,5699.440860834143
ALL,2017-12-18 22:00:00,5849.695809174694
ALL,2017-12-18 23:00:00,6002.346117157276
ALL,2017-12-19 00:00:00,6445.678193813084
ALL,2017-12-19 01:00:00,6558.989453050118
ALL,2017-12-19 02:00:00,6261.333005414384
ALL,2017-12-19 03:00:00,6095.378494344377
ALL,2017-12-19 04:00:00,5701.308443704836
ALL,2017-12-19 05:00:00,5354.415705984723
ALL,2017-12-19 06:00:00,5301.136285913735
ALL,2017-12-19 07:00:00,5394.661688194217
ALL,2017-12-19 08:00:00,5282.336070571465
ALL,2017-12-19 09:00:00,5021.021618960876
ALL,2017-12-19 10:00:00,4987.316080998074
ALL,2017-12-19 11:00:00,4881.622136191002
ALL,2017-12-19 12:00:00,4879.491100861521
ALL,2017-12-19 13:00:00,4875.642263507026
ALL,2017-12-19 14:00:00,4727.863371139292
ALL,2017-12-19 15:00:00,4624.484205478235
ALL,2017-12-19 16:00:00,4561.7018510987045
ALL,2017-12-19 17:00:00,4530.656767512222
ALL,2017-12-19 18:00:00,4465.915148343593
ALL,2017-12-19 19:00:00,4350.354354294384
ALL,2017-12-19 20:00:00,4351.1650784991225
ALL,2017-12-19 21:00:00,4287.998664833936
ALL,2017-12-19 22:00:00,4174.157133453911
ALL,2017-12-19 23:00:00,4085.1681940915278
ALL,2017-12-20 00:00:00,3952.1219416920612
ALL,2017-12-20 01:00:00,3996.056833728984
ALL,2017-12-20 02:00:00,3889.6905091663602
ALL,2017-12-20 03:00:00,3797.633232278374
ALL,2017-12-20 04:00:00,3686.444394308798
ALL,2017-12-20 05:00:00,3749.1991405262243
ALL,2017-12-20 06:00:00,3649.626723455781
ALL,2017-12-20 07:00:00,3900.2896641241728
ALL,2017-12-20 08:00:00,4125.934550164181
ALL,2017-12-20 09:00:00,4062.988432187192
ALL,2017-12-20 10:00:00,3954.5267707457674
ALL,2017-12-20 11:00:00,3722.064266554699
ALL,2017-12-20 12:00:00,3485.226705091396
ALL,2017-12-20 13:00:00,3565.3307704843583
ALL,2017-12-20 14:00:00,3591.601543141682
ALL,2017-12-20 15:00:00,3574.1172363607193
ALL,2017-12-20 16:00:00,3547.7249658573223
ALL,2017-12-20 17:00:00,3500.1035540616417
ALL,2017-12-20 18:00:00,3519.190440669086
ALL,2017-12-20 19:00:00,3517.9270112879017
ALL,2017-12-20 20:00:00,3595.268664331084
ALL,2017-12-20 21:00:00,3747.8540551651186
ALL,2017-12-20 22:00:00,3695.9934048830723
ALL,2017-12-20 23:00:00,3539.5055927957733
ALL,2017-12-21 00:00:00,3726.024602172448
ALL,2017-12-21 01:00:00,3517.8709938527836
ALL,2017-12-21 02:00:00,3407.8010156150517
ALL,2017-12-21 03:00:00,3552.4560630068163
ALL,2017-12-21 04:00:00,3564.098756155043
ALL,2017-12-21 05:00:00,5016.386216636542
ALL,2017-12-21 06:00:00,5796.037504225061
ALL,2017-12-21 07:00:00,5955.218870976893
ALL,2017-12-21 08:00:00,5748.000411078969
ALL,2017-12-21 09:00:00,5630.023852392624
ALL,2017-12-21 10:00:00,5557.414857976097
ALL,2017-12-21 11:00:00,5304.967815795863
ALL,2017-12-21 12:00:00,5119.526288561275
ALL,2017-12-21 13:00:00,4587.360417304554
ALL,2017-12-21 14:00:00,4123.474729669417
ALL,2017-12-21 15:00:00,4111.876544083575
ALL,2017-12-21 16:00:00,4161.432108423112
ALL,2017-12-21 17:00:00,4497.667248314661
ALL,2017-12-21 18:00:00,4710.213649145461
ALL,2017-12-21 19:00:00,4643.872122505316
ALL,2017-12-21 20:00:00,4734.360083935995
ALL,2017-12-21 21:00:00,5097.200765969798
ALL,2017-12-21 22:00:00,5219.2334649581135
ALL,2017-12-21 23:00:00,5294.889210711916
ALL,2017-12-22 00:00:00,5243.483787001869
ALL,2017-12-22 01:00:00,5188.388837692851
ALL,2017-12-22 02:00:00,5297.449674454341
ALL,2017-12-22 03:00:00,5304.072570481003
ALL,2017-12-22 04:00:00,5368.750970505269
ALL,2017-12-22 05:00:00,5068.855073524589
ALL,2017-12-22 06:00:00,4977.647686466576
ALL,2017-12-22 07:00:00,4807.296336135638
ALL,2017-12-22 08:00:00,4707.053963832632
ALL,2017-12-22 09:00:00,4653.236284790059
ALL,2017-12-22 10:00:00,4718.203219469456
ALL,2017-12-22 11:00:00,5032.570656758971
ALL,2017-12-22 12:00:00,4994.558069752465
ALL,2017-12-22 13:00:00,4755.1364477803145
ALL,2017-12-22 14:00:00,4863.551782855019
ALL,2017-12-22 15:00:00,5506.722141194408
ALL,2017-12-22 16:00:00,5626.864274375154
ALL,2017-12-22 17:00:00,5139.376073751579
ALL,2017-12-22 18:00:00,4852.651277758785
ALL,2017-12-22 19:00:00,4890.581513317278
ALL,2017-12-22 20:00:00,5359.62295475482
ALL,2017-12-22 21:00:00,5206.4043766389805
ALL,2017-12-22 22:00:00,5281.105345786278
ALL,2017-12-22 23:00:00,5297.917829678626
ALL,2017-12-23 00:00:00,5314.140531137071
ALL,2017-12-23 01:00:00,5667.043276818017
ALL,2017-12-23 02:00:00,5406.663149358333
ALL,2017-12-23 03:00:00,5524.395795992564
ALL,2017-12-23 04:00:00,5586.39931983954
ALL,2017-12-23 05:00:00,5168.86062645809
ALL,2017-12-23 06:00:00,5081.474440563236
ALL,2017-12-23 07:00:00,5048.6205872508135
ALL,2017-12-23 08:00:00,5000.586042185387
ALL,2017-12-23 09:00:00,4882.570137581995
ALL,2017-12-23 10:00:00,4867.977318677288
ALL,2017-12-23 11:00:00,4882.185363746559
ALL,2017-12-23 12:00:00,4842.429668897521
ALL,2017-12-23 13:00:00,4698.338072927308
ALL,2017-12-23 14:00:00,4622.98078226879
ALL,2017-12-23 15:00:00,4810.909440398412
ALL,2017-12-23 16:00:00,5141.303734439139
ALL,2017-12-23 17:00:00,4769.826787604968
ALL,2017-12-23 18:00:00,4810.526283773524
ALL,2017-12-23 19:00:00,5540.7587902731
ALL,2017-12-23 20:00:00,5059.866850312913
ALL,2017-12-23 21:00:00,4665.898257852709
ALL,2017-12-23 22:00:00,4884.867560448824
ALL,2017-12-23 23:00:00,4782.945192731164
ALL,2017-12-24 00:00:00,4550.369451914093
ALL,2017-12-24 01:00:00,4499.081115267051
ALL,2017-12-24 02:00:00,4226.964545265712
ALL,2017-12-24 03:00:00,4129.605621140845
ALL,2017-12-24 04:00:00,4022.7759617053657
ALL,2017-12-24 05:00:00,3975.3528035033764
ALL,2017-12-24 06:00:00,3922.9808229637742
ALL,2017-12-24 07:00:00,3790.0570771728726
ALL,2017-12-24 08:00:00,3646.272270469892
ALL,2017-12-24 09:00:00,3612.3039911347296
ALL,2017-12-24 10:00:00,3600.2623785181036
ALL,2017-12-24 11:00:00,3600.9755419826297
ALL,2017-12-24 12:00:00,3647.3512177775588
ALL,2017-12-24 13:00:00,3649.583446481403
ALL,2017-12-24 14:00:00,3458.3941483174044
ALL,2017-12-24 15:00:00,3386.6939569824967
ALL,2017-12-24 16:00:00,3521.664153501011
ALL,2017-12-24 17:00:00,3553.049600320374
ALL,2017-12-24 18:00:00,5833.9081697830115
ALL,2017-12-24 19:00:00,5714.414935981676
ALL,2017-12-24 20:00:00,5347.7172974534815
ALL,2017-12-24 21:00:00,5248.794817126813
ALL,2017-12-24 22:00:00,5245.375449247858
ALL,2017-12-24 23:00:00,4950.070532663206
ALL,2017-12-25 00:00:00,5094.668257693858
ALL,2017-12-25 01:00:00,4853.287503796613
ALL,2017-12-25 02:00:00,4620.68071635494
ALL,2017-12-25 03:00:00,4624.355833473048
ALL,2017-12-25 04:00:00,4641.4449914415245
ALL,2017-12-25 05:00:00,5046.058447031994
ALL,2017-12-25 06:00:00,5922.872603908756
ALL,2017-12-25 07:00:00,5478.757513245438
ALL,2017-12-25 08:00:00,4990.1228261956285
ALL,2017-12-25 09:00:00,4898.527809267372
ALL,2017-12-25 10:00:00,4849.103457535565
ALL,2017-12-25 11:00:00,4758.474212696251
ALL,2017-12-25 12:00:00,4678.640043416913
ALL,2017-12-25 13:00:00,4587.85215408478
ALL,2017-12-25 14:00:00,4576.37816762086
ALL,2017-12-25 15:00:00,4851.296193345238
ALL,2017-12-25 16:00:00,4358.7385634659095
ALL,2017-12-25 17:00:00,3991.0452197350382
ALL,2017-12-25 18:00:00,3512.990646943434
ALL,2017-12-25 19:00:00,3446.3994344785274
ALL,2017-12-25 20:00:00,3427.4244917714586
ALL,2017-12-25 21:00:00,3918.91115701165
ALL,2017-12-25 22:00:00,4398.608202374828
ALL,2017-12-25 23:00:00,4415.769295005825
ALL,2017-12-26 00:00:00,4060.066901142936
ALL,2017-12-26 01:00:00,4334.38979753779
ALL,2017-12-26 02:00:00,4770.957299074113
ALL,2017-12-26 03:00:00,4979.718453741382
ALL,2017-12-26 04:00:00,4691.09272620172
ALL,2017-12-26 05:00:00,4523.899784295753
ALL,2017-12-26 06:00:00,4136.764973324876
ALL,2017-12-26 07:00:00,4046.9960356496053
ALL,2017-12-26 08:00:00,4195.008954611658
ALL,2017-12-26 09:00:00,4108.292218881229
ALL,2017-12-26 10:00:00,4219.1694057912855
ALL,2017-12-26 11:00:00,4367.086797127838
ALL,2017-12-26 12:00:00,4179.124193250711
ALL,2017-12-26 13:00:00,3725.179996853022
ALL,2017-12-26 14:00:00,3190.0101308191415
ALL,2017-12-26 15:00:00,3262.98011188894
ALL,2017-12-26 16:00:00,3332.427887285244
ALL,2017-12-26 17:00:00,3112.684270948284
ALL,2017-12-26 18:00:00,3144.6631763772884
ALL,2017-12-26 19:00:00,3097.4620301958903
ALL,2017-12-26 20:00:00,3365.587054426511
ALL,2017-12-26 21:00:00,3262.111020575141
ALL,2017-12-26 22:00:00,3114.48208123267
ALL,2017-12-26 23:00:00,3103.2929463530663
ALL,2017-12-27 00:00:00,3429.677395256474
ALL,2017-12-27 01:00:00,3682.094682069252
ALL,2017-12-27 02:00:00,3385.198338365736
ALL,2017-12-27 03:00:00,3442.1735883522115
ALL,2017-12-27 04:00:00,3416.816634071183
ALL,2017-12-27 05:00:00,3328.8892053234704
ALL,2017-12-27 06:00:00,3605.5765663314533
ALL,2017-12-27 07:00:00,3892.0691348124346
ALL,2017-12-27 08:00:00,3728.508186822165
ALL,2017-12-27 09:00:00,4007.9861856356943
ALL,2017-12-27 10:00:00,3407.7115959205776
ALL,2017-12-27 11:00:00,3681.7296301573365
ALL,2017-12-27 12:00:00,4012.4316727101254
ALL,2017-12-27 13:00:00,4425.339676478975
ALL,2017-12-27 14:00:00,4276.551708693088
ALL,2017-12-27 15:00:00,4207.756791840602
ALL,2017-12-27 16:00:00,4132.8847543318
ALL,2017-12-27 17:00:00,4311.7509373095545
ALL,2017-12-27 18:00:00,4497.494442731919
ALL,2017-12-27 19:00:00,4261.917846306091
ALL,2017-12-27 20:00:00,4311.9391391207755
ALL,2017-12-27 21:00:00,4549.396185472444
ALL,2017-12-27 22:00:00,4324.957631352874
ALL,2017-12-27 23:00:00,4140.313197232823
ALL,2017-12-28 00:00:00,3917.903695932519
ALL,2017-12-28 01:00:00,3851.9870165920124
ALL,2017-12-28 02:00:00,3823.9152545453207
ALL,2017-12-28 03:00:00,3899.7705822658245
ALL,2017-12-28 04:00:00,4191.357515746021
ALL,2017-12-28 05:00:00,4779.836754929737
ALL,2017-12-28 06:00:00,4435.620364420851
ALL,2017-12-28 07:00:00,4384.927518016496
ALL,2017-12-28 08:00:00,4177.1794542668595
ALL,2017-12-28 09:00:00,4935.1895549900555
ALL,2017-12-28 10:00:00,5871.200845918241
ALL,2017-12-28 11:00:00,5795.542403091142
ALL,2017-12-28 12:00:00,4991.486063712452
ALL,2017-12-28 13:00:00,4714.824248671715
ALL,2017-12-28 14:00:00,4744.316646928699
ALL,2017-12-28 15:00:00,4648.510689662572
ALL,2017-12-28 16:00:00,4577.309117354989
ALL,2017-12-28 17:00:00,4611.673028788087
ALL,2017-12-28 18:00:00,4950.255801663334
ALL,2017-12-28 19:00:00,5343.685343396205
ALL,2017-12-28 20:00:00,5200.223156614822
ALL,2017-12-28 21:00:00,5162.958210627099
ALL,2017-12-28 22:00:00,5463.1576284171915
